SKU,Masked SKU,image,Vendor,Category,INV,INITIAL ORDER,LIVE DATE,Production,Intransit,Proposed Qty/MOnth,30Days,90Days,180Days,360Days,Out of Stock Status,COMMENTS
C491-JLC6011,BM165521,![my-image](http://benzaraanalytics.com/T_images/C491-JLC6011.jpg),HuiZhou HomeLigting Technology,Discontinued,0,,,0,0,,0,0,0,2,Out of stock since 7th feb,
IDF-Y1402T,BM141887,![my-image](http://benzaraanalytics.com/T_images/IDF-Y1402T.jpg),ID FACTORY,Top Sellers,0,,,148,0,,2,146,166,240,45,
IDF-Y1601T,BM141892,![my-image](http://benzaraanalytics.com/T_images/IDF-Y1601T.jpg),ID FACTORY,Top Sellers,0,,,168,0,,40,145,145,197,53,
IDF-Y1602T,BM141894,![my-image](http://benzaraanalytics.com/T_images/IDF-Y1602T.jpg),ID FACTORY,Top Sellers,1,,,165,0,,23,123,189,228,46,
IDF-Y1101F,BM141867,![my-image](http://benzaraanalytics.com/T_images/IDF-Y1101F.jpg),ID FACTORY,Top Sellers,0,,,210,0,,32,108,110,161,51,RE
IDF-Y1102F,BM141869,![my-image](http://benzaraanalytics.com/T_images/IDF-Y1102F.jpg),ID FACTORY,Top Sellers,0,,,140,0,,12,107,133,161,57,
IDF-Y1401F,BM141884,![my-image](http://benzaraanalytics.com/T_images/IDF-Y1401F.jpg),ID FACTORY,Top Sellers,0,,,214,0,,24,128,129,171,31,
IDF-Y1402F,BM141886,![my-image](http://benzaraanalytics.com/T_images/IDF-Y1402F.jpg),ID FACTORY,Top Sellers,0,,,152,0,,17,131,134,176,48,
IDF-Y1601F,BM141891,![my-image](http://benzaraanalytics.com/T_images/IDF-Y1601F.jpg),ID FACTORY,Top Sellers,0,,,236,0,,33,138,248,279,42,
IDF-Y1602F,BM141893,![my-image](http://benzaraanalytics.com/T_images/IDF-Y1602F.jpg),ID FACTORY,Top Sellers,0,,,100,0,,16,68,90,105,27,
IDF-29259,BM141959,,ID FACTORY,New Seller,0,,,34,,,0,7,27,27,,
IDF-K16017-3,BM141843,,ID FACTORY,New Seller,0,,,34,,,1,30,30,30,,
IDF-14850,BM148786,![my-image](http://benzaraanalytics.com/T_images/IDF-14850.jpg),ID FACTORY,Normal Seller,0,,,200,0,,49,123,135,148,94,
IDF-12573,BM148747,![my-image](http://benzaraanalytics.com/T_images/IDF-12573.jpg),ID FACTORY,Top Sellers,0,,,390,0,,0,206,225,255,67,
IDF-14852,BM148788,![my-image](http://benzaraanalytics.com/T_images/IDF-14852.jpg),ID FACTORY,Top Sellers,0,,,240,0,,7,122,134,156,47,
IDF-161864,BM179742,![my-image](http://benzaraanalytics.com/T_images/IDF-161864.jpg),ID FACTORY,Top Sellers,0,,,275,0,,9,168,175,245,77,
IDF-161734,BM179718,![my-image](http://benzaraanalytics.com/T_images/IDF-161734.jpg),ID FACTORY,Normal Seller,64,,,,0,,23,60,69,96,103,
IDF-26024,BM141947,![my-image](http://benzaraanalytics.com/T_images/IDF-26024.jpg),ID FACTORY,Top Sellers,10,,,205,0,,33,100,120,163,79,
IDF-13709,BM148765,![my-image](http://benzaraanalytics.com/T_images/IDF-13709.jpg),ID FACTORY,Top Sellers,0,,,305,0,,1,125,148,174,36,
IDF-161856,BM179738,![my-image](http://benzaraanalytics.com/T_images/IDF-161856.jpg),ID FACTORY,Normal Seller,66,,,100,0,,15,89,119,135,99,
BM183992,BM183992,![my-image](http://benzaraanalytics.com/T_images/BM183992.jpg),Jofran,Top Sellers,0,,,54,20,,4,30,40,42,1,
BM184062,BM184062,![my-image](http://benzaraanalytics.com/T_images/BM184062.jpg),Jofran,Normal Seller,23,,,0,0,,5,9,20,22,34,
BM181499,BM181499,![my-image](http://benzaraanalytics.com/T_images/BM181499.jpg),Jofran,Slow Seller,8,,,20,0,,4,10,15,15,14,
BM183989,BM183989,![my-image](http://benzaraanalytics.com/T_images/BM183989.jpg),Jofran,Top Sellers,52,,,0,0,,55,63,106,115,64,
BM184047,BM184047,![my-image](http://benzaraanalytics.com/T_images/BM184047.jpg),Jofran,Slow Seller,11,,,0,0,,0,8,11,11,14,
BM184061,BM184061,![my-image](http://benzaraanalytics.com/T_images/BM184061.jpg),Jofran,Normal Seller,0,,,0,22,,1,14,20,20,1,
BM181498,BM181498,![my-image](http://benzaraanalytics.com/T_images/BM181498.jpg),Jofran,Normal Seller,6,,,30,0,,1,14,28,28,8,
BM183988,BM183988,![my-image](http://benzaraanalytics.com/T_images/BM183988.jpg),Jofran,Top Sellers,34,,,52,42,,2,34,83,85,6,
BM184046,BM184046,![my-image](http://benzaraanalytics.com/T_images/BM184046.jpg),Jofran,Top Sellers,21,,,0,22,,0,21,35,37,8,
BM184060,BM184060,![my-image](http://benzaraanalytics.com/T_images/BM184060.jpg),Jofran,Top Sellers,20,,,28,24,,7,36,54,56,10,
BM181497,BM181497,![my-image](http://benzaraanalytics.com/T_images/BM181497.jpg),Jofran,Top Sellers,43,,,36,0,,3,19,50,54,52,
89847,BM06826,![my-image](http://benzaraanalytics.com/T_images/89847.jpg),PT SUMIATI EKSPORT,Top Sellers,213,,,0,0,,95,129,129,129,340,
40302,BM02689,![my-image](http://benzaraanalytics.com/T_images/40302.jpg),PT SUMIATI EKSPORT,Top Sellers,1983,,,0,0,,9,9,9,9,Out of stock from 7th May,
C208-123030,C208-123030,![my-image](http://benzaraanalytics.com/T_images/C208-123030.jpg),SANMEN HAINA CRAFT CO.LTD,Top Sellers,14,,,0,0,,46,182,257,257,0,
SVN-SG-H-K-024,BM123949,![my-image](http://benzaraanalytics.com/T_images/SVN-SG-H-K-024.jpg),Lal 10,Discontinued,0,,,0,0,,0,5,55,93,1,
SVN-SG-H-K-020,BM113360,![my-image](http://benzaraanalytics.com/T_images/SVN-SG-H-K-020.jpg),Lal 10,Discontinued,0,,,0,0,,0,0,48,96,Out of stock from 22nd June,
SVN-206773103075,BM113360,![my-image](http://benzaraanalytics.com/T_images/SVN-206773103075.jpg),Lal 10,Discontinued,0,,,0,0,,0,0,61,97,Out of stock from 1st July,
I481-MTC007,BM164223,![my-image](http://benzaraanalytics.com/T_images/I481-MTC007.jpg),MetalCity Exports,Discontinued,0,,,0,0,,0,1,4,120,0,
SVN-SG-MRBD-004,BM123977,![my-image](http://benzaraanalytics.com/T_images/SVN-SG-MRBD-004.jpg),MetalCity Exports,Discontinued,0,,,0,0,,0,0,0,82,0,
I481-MTC009,BM164225,![my-image](http://benzaraanalytics.com/T_images/I481-MTC009.jpg),MetalCity Exports,Discontinued,0,,,0,0,,0,0,0,0,0,
I481-MTC006,BM164222,![my-image](http://benzaraanalytics.com/T_images/I481-MTC006.jpg),MetalCity Exports,Discontinued,0,,,0,0,,1,1,8,55,Out of stock from 17th June,
I481-MTC008,BM164224,![my-image](http://benzaraanalytics.com/T_images/I481-MTC008.jpg),MetalCity Exports,Discontinued,0,,,0,0,,0,0,0,20,0,
I481-MTC002,BM164218,![my-image](http://benzaraanalytics.com/T_images/I481-MTC002.jpg),MetalCity Exports,Discontinued,66,,,0,0,,1,14,32,83,70,
I481-MTC001,BM164217,![my-image](http://benzaraanalytics.com/T_images/I481-MTC001.jpg),MetalCity Exports,Discontinued,83,,,0,0,,12,26,57,93,97,
89848,BM06827,![my-image](http://benzaraanalytics.com/T_images/89848.jpg),PT SUMIATI EKSPORT,Normal Seller,653,,,0,0,,2,8,8,8,10,
ABH-35539,BM147075,![my-image](http://benzaraanalytics.com/T_images/ABH-35539.jpg),StarLight International,Top Sellers,0,,,190,0,,1,22,292,516,4,
40303,BM02690,![my-image](http://benzaraanalytics.com/T_images/40303.jpg),PT SUMIATI EKSPORT,Normal Seller,594,,,0,0,,,,,,0,
UPT-207779,,![my-image](http://benzaraanalytics.com/T_images/UPT-207779.jpg),PT SUMIATI EKSPORT,Top Sellers,299,,,0,0,,2,60,194,194,15,
UPT-207780,,![my-image](http://benzaraanalytics.com/T_images/UPT-207780.jpg),PT SUMIATI EKSPORT,Discontinued,115,,,0,0,,5,52,95,95,129,
UPT-207778,,![my-image](http://benzaraanalytics.com/T_images/UPT-207778.jpg),PT SUMIATI EKSPORT,Discontinued,59,,,0,0,,0,1,1,1,59,
UPT-230845,UPT-230845,,RACH,New Seller,0,,,24,,,,,,,0,
UPT-230846,UPT-230846,,RACH,New Seller,0,,,24,,,,,,,0,
UPT-230847,UPT-230847,,RACH,New Seller,0,,,30,,,,,,,0,
UPT-230848,UPT-230848,,RACH,New Seller,0,,,24,,,,,,,0,
UPT-230849,UPT-230849,,RACH,New Seller,0,,,24,,,,,,,0,
UPT-230850,UPT-230850,,RACH,New Seller,0,,,24,,,,,,,0,
UPT-230851,UPT-230851,,RACH,New Seller,0,,,24,,,,,,,0,
UPT-230852,UPT-230852,,RACH,New Seller,0,,,30,,,,,,,0,
UPT-230853,UPT-230853,,RACH,New Seller,0,,,30,,,,,,,0,
UPT-230854,UPT-230854,,RACH,New Seller,0,,,30,,,,,,,0,
UPT-230855,UPT-230855,,RACH,New Seller,0,,,24,,,,,,,0,
UPT-230856,UPT-230856,,RACH,New Seller,0,,,18,,,,,,,0,
UPT-230857,UPT-230857,,RACH,New Seller,0,,,18,,,,,,,0,
UPT-213128,UPT-213128,![my-image](http://benzaraanalytics.com/T_images/UPT-213128.jpg),Regency,New Seller,14,,,12,,,,,,,168,
UPT-213132,UPT-213132,,Regency,New Seller,0,,,12,,,,,,,167,
UPT-213134,UPT-213134,,Regency,New Seller,0,,,12,,,,,,,162,
UPT-213135,UPT-213135,,Regency,New Seller,0,,,12,,,,,,,139,
UPT-197306,UPT-197306,![my-image](http://benzaraanalytics.com/T_images/UPT-197306.jpg),Regency,New Seller,0,,,10,,,0,0,1,5,0,
UPT-197307,UPT-197307,![my-image](http://benzaraanalytics.com/T_images/UPT-197307.jpg),Regency,New Seller,12,,,10,,,7,7,10,19,Out of stock from 31st May,
UPT-197308,UPT-197308,![my-image](http://benzaraanalytics.com/T_images/UPT-197308.jpg),Regency,New Seller,0,,,12,,,0,0,6,20,Out of stock since 15th July,
UPT-197311,UPT-197311,![my-image](http://benzaraanalytics.com/T_images/UPT-197311.jpg),Regency,New Seller,0,,,38,,,17,17,17,35,9,
UPT-213137,UPT-213137,,Regency,New Seller,0,,,12,,,,,,,Out of stock from 26th June,
UPT-213131,UPT-213131,,Regency,New Seller,0,,,12,,,,,,,0,
UPT-197313,UPT-197313,![my-image](http://benzaraanalytics.com/T_images/UPT-197313.jpg),Regency,New Seller,0,,,20,,,0,3,14,17,417,
UPT-197314,UPT-197314,![my-image](http://benzaraanalytics.com/T_images/UPT-197314.jpg),Regency,New Seller,32,,,20,,,0,0,0,4,0,
ABH-36407,BM148635,![my-image](http://benzaraanalytics.com/T_images/ABH-36407.jpg),StarLight International,Good Seller,0,,,90,0,,2,7,34,159,2,
C208-123029,C208-123029,![my-image](http://benzaraanalytics.com/T_images/C208-123029.jpg),SANMEN HAINA CRAFT CO.LTD,Normal Seller,111,,,0,0,,10,86,127,127,0,
C208-123031,C208-123031,![my-image](http://benzaraanalytics.com/T_images/C208-123031.jpg),SANMEN HAINA CRAFT CO.LTD,Normal Seller,123,,,0,0,,23,70,91,91,232,
C208-123033,C208-123033,![my-image](http://benzaraanalytics.com/T_images/C208-123033.jpg),SANMEN HAINA CRAFT CO.LTD,Normal Seller,117,,,0,0,,17,65,101,101,233,
ABH-DT38552,BM147073,![my-image](http://benzaraanalytics.com/T_images/ABH-DT38552.jpg),StarLight International,Good Seller,26,,,50,0,,4,24,36,67,31,
UPT-230860,UPT-230860,,Sofavina Co Ltd,New Seller,0,,,,,,,,,,0,
UPT-230861,UPT-230861,,Sofavina Co Ltd,New Seller,0,,,,,,,,,,130,
UPT-230862,UPT-230862,,Sofavina Co Ltd,New Seller,0,,,,,,,,,,239,
UPT-230863,UPT-230863,,Sofavina Co Ltd,New Seller,0,,,,,,,,,,131,
UPT-230864,UPT-230864,,Sofavina Co Ltd,New Seller,0,,,,,,,,,,159,
UPT-157137,MHS-I 3702,![my-image](http://benzaraanalytics.com/T_images/UPT-157137.jpg),StarLight International,Normal Seller,3,,,,160,,4,4,38,99,0,
UPT-157134,SEI-CM9163R,![my-image](http://benzaraanalytics.com/T_images/UPT-157134.jpg),StarLight International,Normal Seller,0,,,,100,,0,1,78,85,0,
UPT-157136,SEI-OC9167R,![my-image](http://benzaraanalytics.com/T_images/UPT-157136.jpg),StarLight International,Normal Seller,0,,,,60,,14,35,68,75,0,
UPT-157133,SEI-CM915700TX,![my-image](http://benzaraanalytics.com/T_images/UPT-157133.jpg),StarLight International,Normal Seller,0,,,84,0,,0,0,47,57,0,
BM04276,BM04276,![my-image](http://benzaraanalytics.com/T_images/BM04276.jpg),StarLight International,New Seller,333,336,,240,0,,,,,,0,
BM04287,BM04287,![my-image](http://benzaraanalytics.com/T_images/BM04287.jpg),StarLight International,New Seller,408,390,,660,0,,,,,,0,
BM05342,BM05342,![my-image](http://benzaraanalytics.com/T_images/BM05342.jpg),StarLight International,New Seller,0,,,300,0,,,,,,0,
BM05343,BM05343,![my-image](http://benzaraanalytics.com/T_images/BM05343.jpg),StarLight International,New Seller,0,,,300,0,,,,,,1,
BM05387,BM05387,![my-image](http://benzaraanalytics.com/T_images/BM05387.jpg),StarLight International,New Seller,238,240,,160,0,,,,,,1,
BM05394,BM05394,![my-image](http://benzaraanalytics.com/T_images/BM05394.jpg),StarLight International,New Seller,222,240,,160,0,,,,,,0,
BM05395,BM05395,![my-image](http://benzaraanalytics.com/T_images/BM05395.jpg),StarLight International,New Seller,202,240,,200,0,,,,,,0,
BM05414,BM05414,![my-image](http://benzaraanalytics.com/T_images/BM05414.jpg),StarLight International,Top Sellers,0,,,160,0,,,,,,0,
BM06171,BM06171,![my-image](http://benzaraanalytics.com/T_images/BM06171.jpg),StarLight International,New Seller,118,200,,134,0,,,,,,0,
BM06876,BM06876,![my-image](http://benzaraanalytics.com/T_images/BM06876.jpg),StarLight International,New Seller,215,240,,180,0,,,,,,11,
BM07627,BM07627,![my-image](http://benzaraanalytics.com/T_images/BM07627.jpg),StarLight International,New Seller,233,240,,200,0,,,,,,Out of stock since 13th feb,
BM07981,BM07981,![my-image](http://benzaraanalytics.com/T_images/BM07981.jpg),StarLight International,New Seller,124,180,,140,0,,,,,,Out of stock from 26th April,
BM07982,BM07982,![my-image](http://benzaraanalytics.com/T_images/BM07982.jpg),StarLight International,New Seller,156,220,,140,0,,,,,,Out of stock from 11th April,
UPT-230089,UPT-230089,,Stellar,New Seller,0,,,0,20,,,,,,0,
UPT-230089,UPT-230089,,Stellar,New Seller,0,,,60,,,,,,,Out of stock from 30th April,
UPT-230098,UPT-230098,,Stellar,New Seller,0,,,12,38,,,,,,Out of stock from 25th May,
UPT-230090,UPT-230090,,Stellar,New Seller,0,,,,20,,,,,,Out of stock from 26th June,
UPT-230091,UPT-230091,,Stellar,New Seller,0,,,,50,,,,,,12,
UPT-230092,UPT-230092,,Stellar,New Seller,0,,,0,50,,,,,,0,
UPT-230093,UPT-230093,,Stellar,New Seller,0,,,0,50,,,,,,0,
UPT-215118,UPT-215118,![my-image](http://benzaraanalytics.com/T_images/UPT-215118.jpg),Stellar,New Seller,0,,,240,,,0,16,52,52,0,
UPT-215119,UPT-215119,![my-image](http://benzaraanalytics.com/T_images/UPT-215119.jpg),Stellar,New Seller,0,,,220,,,1,31,64,64,0,
UPT-230094,UPT-230094,,Stellar,New Seller,0,,,20,30,,,,,,0,
UPT-230095,UPT-230095,,Stellar,New Seller,0,,,0,20,,,,,,0,
UPT-230096,UPT-230096,,Stellar,New Seller,0,,,0,52,,,,,,0,
UPT-230097,UPT-230097,,Stellar,New Seller,0,,,0,40,,,,,,0,
UPT-231458,UPT-231458,,Suraj Handicraft,New Seller,0,,,6,,,,,,,,
UPT-197872,UPT-197872,,Suraj Handicraft,New Seller,0,,,10,,,0,0,8,8,,
UPT-231459,UPT-231459,,Suraj Handicraft,New Seller,0,,,10,,,,,,,,
UPT-231460,UPT-231460,,Suraj Handicraft,New Seller,0,,,6,,,,,,,,
UPT-231461,UPT-231461,,Suraj Handicraft,New Seller,0,,,6,,,,,,,,
UPT-231462,UPT-231462,,Suraj Handicraft,New Seller,0,,,12,,,,,,,,
UPT-231463,UPT-231463,,Suraj Handicraft,New Seller,0,,,6,,,,,,,,
UPT-231464,UPT-231464,,Suraj Handicraft,New Seller,0,,,10,,,,,,,,
UPT-231465,UPT-231465,,Suraj Handicraft,New Seller,0,,,6,,,,,,,,
UPT-231466,UPT-231466,,Suraj Handicraft,New Seller,0,,,10,,,,,,,,
UPT-231467,UPT-231467,,Suraj Handicraft,New Seller,0,,,6,,,,,,,,
UPT-232505,UPT-232505,,Suraj Handicraft,New Seller,0,,,12,,,,,,,,
UPT-232506,UPT-232506,,Suraj Handicraft,New Seller,0,,,16,,,,,,,,
UPT-232507,UPT-232507,,Suraj Handicraft,New Seller,0,,,12,,,,,,,,
UPT-32183,UPT-32183,,Suraj Handicraft,New Seller,0,,,18,,,,,,,,
UPT-32182,UPT-32182,,Suraj Handicraft,New Seller,62,,,18,,,63,63,77,97,,
UPT-231468,UPT-231468,,Suraj Handicraft,New Seller,0,,,10,,,,,,,,
UPT-231469,UPT-231469,,Suraj Handicraft,New Seller,0,,,10,,,,,,,,
UPT-231470,UPT-231470,,Suraj Handicraft,New Seller,0,,,10,,,,,,,,
UPT-231471,UPT-231471,,Suraj Handicraft,New Seller,0,,,10,,,,,,,,
UPT-231472,UPT-231472,,Suraj Handicraft,New Seller,0,,,12,,,,,,,,
UPT-231473,UPT-231473,,Suraj Handicraft,New Seller,0,,,12,,,,,,,,
UPT-231474,UPT-231474,,Suraj Handicraft,New Seller,0,,,24,,,,,,,,
UPT-231475,UPT-231475,,Suraj Handicraft,New Seller,0,,,24,,,,,,,,
UPT-231476,UPT-231476,,Suraj Handicraft,New Seller,0,,,12,,,,,,,,
UPT-183000,UPT-183000,,Suraj Handicraft,New Seller,0,,,12,,,130,188,451,669,,
UPT-195126,UPT-195126,,Suraj Handicraft,New Seller,0,,,36,,,0,1,21,30,,
UPT-195125,UPT-195125,,Suraj Handicraft,New Seller,28,,,10,,,7,16,16,28,,
UPT-195127,UPT-195127,,Suraj Handicraft,New Seller,18,,,12,,,0,0,0,7,,
UPT-197314,UPT-197314,![my-image](http://benzaraanalytics.com/T_images/UPT-197314.jpg),The Benchmark,Normal Seller,32,,,0,0,,0,0,0,4,0,
UPT-197312,UPT-197312,![my-image](http://benzaraanalytics.com/T_images/UPT-197312.jpg),The Benchmark,Normal Seller,22,,,0,0,,2,2,2,24,0,
UPT-197309,UPT-197309,![my-image](http://benzaraanalytics.com/T_images/UPT-197309.jpg),The Benchmark,Normal Seller,0,,,3,17,,4,4,13,19,0,
UPT-197311,UPT-197311,![my-image](http://benzaraanalytics.com/T_images/UPT-197311.jpg),The Benchmark,Normal Seller,0,,,0,0,,17,17,17,35,Out of stock from 17th April,
UPT-197313,UPT-197313,![my-image](http://benzaraanalytics.com/T_images/UPT-197313.jpg),The Benchmark,Discontinued,0,,,1,0,,0,3,14,17,0,
UPT-197307,UPT-197307,![my-image](http://benzaraanalytics.com/T_images/UPT-197307.jpg),The Benchmark,Normal Seller,12,,,3,0,,7,7,10,19,0,
UPT-197306,UPT-197306,![my-image](http://benzaraanalytics.com/T_images/UPT-197306.jpg),The Benchmark,Normal Seller,0,,,10,0,,0,0,1,5,0,
UPT-197308,UPT-197308,![my-image](http://benzaraanalytics.com/T_images/UPT-197308.jpg),The Benchmark,Normal Seller,0,,,0,0,,0,0,6,20,0,
UPT-197310,UPT-197310,![my-image](http://benzaraanalytics.com/T_images/UPT-197310.jpg),The Benchmark,Discontinued,11,,,1,0,,0,0,1,1,0,
UPT-213128,UPT-213128,![my-image](http://benzaraanalytics.com/T_images/UPT-213128.jpg),The Benchmark,New Seller,14,15,,0,0,,,,,,0,
UPT-213130,UPT-213130,,The Benchmark,New Seller,0,,,0,15,,,,,,0,
UPT-213131,UPT-213131,,The Benchmark,New Seller,0,,,0,15,,,,,,0,
UPT-213132,UPT-213132,,The Benchmark,New Seller,0,,,5,15,,,,,,0,
UPT-32184,UPT-32184,,The Benchmark,New Seller,0,,,6,6,,,,,,,
UPT-32183,UPT-32183,,The Benchmark,New Seller,0,,,4,20,,,,,,,
UPT-213134,UPT-213134,,The Benchmark,New Seller,0,,,17,15,,,,,,0,
UPT-213135,UPT-213135,,The Benchmark,New Seller,0,,,5,15,,,,,,19,
UPT-213136,UPT-213136,,The Benchmark,New Seller,0,,,0,15,,,,,,14,
UPT-213137,UPT-213137,,The Benchmark,New Seller,0,,,15,0,,,,,,11,
UPT-213869,UPT-213869,![my-image](http://benzaraanalytics.com/T_images/UPT-213869.jpg),The Benchmark,New Seller,1,3,,0,0,,,,,,Out of Stock from 9th July,
UPT-213870,UPT-213870,![my-image](http://benzaraanalytics.com/T_images/UPT-213870.jpg),The Benchmark,New Seller,3,3,,0,0,,,,,,16,
UPT-226034,UPT-226034,![my-image](http://benzaraanalytics.com/T_images/UPT-226034.jpg),The Benchmark,New Seller,89,90,,0,110,,,,,,15,
UPT-32182,UPT-32182,![my-image](http://benzaraanalytics.com/T_images/UPT-32182.jpg),The Benchmark,New Seller,62,,,0,55,,63,63,77,97,9,
UPT-225998,UPT-225998,,Tresirmaos,New Seller,0,,,50,,,,,,,1,
UPT-225999,UPT-225999,,Tresirmaos,New Seller,0,,,50,,,,,,,12,
UPT-226000,UPT-226000,,Tresirmaos,New Seller,0,,,50,,,,,,,7,
UPT-226001,UPT-226001,,Tresirmaos,New Seller,0,,,50,,,,,,,10,
UPT-226002,UPT-226002,,Tresirmaos,New Seller,0,,,50,,,,,,,6,
UPT-226003,UPT-226003,,Tresirmaos,New Seller,0,,,50,,,,,,,5,
UPT-226004,UPT-226004,,Tresirmaos,New Seller,0,,,50,,,,,,,11,
UPT-226005,UPT-226005,,Tresirmaos,New Seller,0,,,50,,,,,,,Out of stock from 4th July,
UPT-226006,UPT-226006,,Tresirmaos,New Seller,0,,,50,,,,,,,9,
UPT-226007,UPT-226007,,Tresirmaos,New Seller,0,,,50,,,,,,,4,
52734,BM03767,![my-image](http://benzaraanalytics.com/T_images/52734.jpg),UMA,Discontinued,17,,,0,0,,1,2,2,2,5,
UPT-205758,UPT-205758,![my-image](http://benzaraanalytics.com/T_images/UPT-205758.jpg),vintage Furniture,Discontinued,0,,,0,0,,5,11,14,14,1,
UPT-205760,UPT-205760,![my-image](http://benzaraanalytics.com/T_images/UPT-205760.jpg),vintage Furniture,Discontinued,11,,,0,0,,3,10,10,12,19,
UPT-205762,UPT-205762,![my-image](http://benzaraanalytics.com/T_images/UPT-205762.jpg),vintage Furniture,Slow Seller,0,,,40,0,,0,0,20,25,16,
UPT-205763,UPT-205763,![my-image](http://benzaraanalytics.com/T_images/UPT-205763.jpg),vintage Furniture,Discontinued,17,,,0,0,,0,0,2,2,5,
UPT-205767,UPT-205767,![my-image](http://benzaraanalytics.com/T_images/UPT-205767.jpg),vintage Furniture,Discontinued,15,,,0,0,,1,2,5,5,5,
UPT-205749,UPT-205749,![my-image](http://benzaraanalytics.com/T_images/UPT-205749.jpg),vintage Furniture,Discontinued,0,,,0,0,,4,14,14,14,5,
UPT-205751,UPT-205751,![my-image](http://benzaraanalytics.com/T_images/UPT-205751.jpg),vintage Furniture,Slow Seller,0,,,18,0,,0,5,13,14,3,
UPT-205761,UPT-205761,![my-image](http://benzaraanalytics.com/T_images/UPT-205761.jpg),vintage Furniture,Discontinued,11,,,0,0,,1,1,1,1,27,
UPT-205769,UPT-205769,![my-image](http://benzaraanalytics.com/T_images/UPT-205769.jpg),vintage Furniture,Discontinued,2,,,0,0,,3,9,9,11,2,
UPT-205764,UPT-205764,![my-image](http://benzaraanalytics.com/T_images/UPT-205764.jpg),vintage Furniture,Discontinued,10,,,0,0,,0,0,2,2,2,
UPT-205770,UPT-205770,![my-image](http://benzaraanalytics.com/T_images/UPT-205770.jpg),vintage Furniture,Slow Seller,0,,,44,0,,0,18,26,30,0,
UPT-205765,UPT-205765,![my-image](http://benzaraanalytics.com/T_images/UPT-205765.jpg),vintage Furniture,Discontinued,0,,,0,0,,2,7,11,12,0,
UPT-205750,UPT-205750,![my-image](http://benzaraanalytics.com/T_images/UPT-205750.jpg),vintage Furniture,Slow Seller,0,,,38,0,,6,17,27,34,0,
UPT-205768,UPT-205768,![my-image](http://benzaraanalytics.com/T_images/UPT-205768.jpg),vintage Furniture,Slow Seller,0,,,12,0,,0,0,10,12,0,
UPT-205748,UPT-205748,![my-image](http://benzaraanalytics.com/T_images/UPT-205748.jpg),vintage Furniture,Discontinued,9,,,0,0,,0,1,1,1,0,
UPT-205766,UPT-205766,![my-image](http://benzaraanalytics.com/T_images/UPT-205766.jpg),vintage Furniture,Discontinued,4,,,0,0,,0,0,0,1,0,
UPT-205771,UPT-205771,![my-image](http://benzaraanalytics.com/T_images/UPT-205771.jpg),vintage Furniture,Discontinued,5,,,0,0,,1,1,1,1,0,
UPT-205741,UPT-205741,![my-image](http://benzaraanalytics.com/T_images/UPT-205741.jpg),vintage Furniture,Discontinued,0,,,0,0,,0,3,5,5,64,
UPT-205742,UPT-205742,![my-image](http://benzaraanalytics.com/T_images/UPT-205742.jpg),vintage Furniture,Slow Seller,17,,,0,0,,2,4,5,8,0,
UPT-205743,UPT-205743,![my-image](http://benzaraanalytics.com/T_images/UPT-205743.jpg),vintage Furniture,Slow Seller,16,,,0,0,,1,5,8,12,0,
UPT-205744,UPT-205744,![my-image](http://benzaraanalytics.com/T_images/UPT-205744.jpg),vintage Furniture,Slow Seller,1,,,30,0,,0,10,12,18,0,
UPT-205745,UPT-205745,![my-image](http://benzaraanalytics.com/T_images/UPT-205745.jpg),vintage Furniture,Slow Seller,0,,,38,0,,2,18,27,33,0,
UPT-205746,UPT-205746,![my-image](http://benzaraanalytics.com/T_images/UPT-205746.jpg),vintage Furniture,Discontinued,2,,,0,0,,0,2,2,2,14,
UPT-205747,UPT-205747,![my-image](http://benzaraanalytics.com/T_images/UPT-205747.jpg),vintage Furniture,Discontinued,3,,,0,0,,0,0,1,3,65,
UPT-624024792,UPT-624024792,![my-image](http://benzaraanalytics.com/T_images/UPT-624024792.jpg),vintage Furniture,Slow Seller,17,,,0,0,,6,12,13,19,0,
UPT-205752,UPT-205752,![my-image](http://benzaraanalytics.com/T_images/UPT-205752.jpg),vintage Furniture,Discontinued,2,,,0,0,,0,0,1,4,61,
UPT-205759,UPT-205759,![my-image](http://benzaraanalytics.com/T_images/UPT-205759.jpg),vintage Furniture,Slow Seller,0,,,0,0,,1,2,5,5,0,
UPT-205753,UPT-205753,,vintage Furniture,Discontinued,0,,,0,0,,,,,,101,
UPT-205754,UPT-205754,,vintage Furniture,Discontinued,0,,,0,0,,,,,,Out of stock from 6th July,
UPT-205755,UPT-205755,,vintage Furniture,Discontinued,0,,,0,0,,,,,,0,
UPT-205756,UPT-205756,,vintage Furniture,Discontinued,0,,,0,0,,,,,,72,
UPT-205757,UPT-205757,,vintage Furniture,Discontinued,0,,,0,0,,,,,,90,
30854,BM01832,![my-image](http://benzaraanalytics.com/T_images/30854.jpg),Westlife Designs,Normal Seller,0,,,150,120,,,,,,42,
51535,BM03604,![my-image](http://benzaraanalytics.com/T_images/51535.jpg),Westlife Designs,Top Sellers,0,,,592,408,,,,,,out of stock since 7th July,
51536,BM03605,![my-image](http://benzaraanalytics.com/T_images/51536.jpg),Westlife Designs,Top Sellers,0,,,500,152,,10,194,194,194,Out of stock from 30th April,
IMX-5544-5,BM41141,![my-image](http://benzaraanalytics.com/T_images/IMX-5544-5.jpg),Westlife Designs,Discontinued,0,,,0,0,,0,0,1,10,Out of stock from 18th May,
